0.9530206322669983,0.7071067690849304,0.30290544033050537
0.9812797904014587,0.9369975924491882,0.8759344816207886,0.7071067690849304,0.48243004083633423,0.34933581948280334,0.1925874799489975
0.9914867281913757,0.9732490181922913,0.9530206322669983,0.9301335215568542,0.9034532308578491,0.8707461953163147,0.8261804580688477,0.7071067690849304,0.5634055733680725,0.49173274636268616,0.42868661880493164,0.367221474647522,0.30290544033050537,0.22975289821624756,0.13020789623260498
0.9959263801574707,0.9875175952911377,0.9787264466285706,0.9695057272911072,0.9597977995872498,0.9495312571525574,0.9386162161827087,0.926936149597168,0.9143362045288086,0.9006028771400452,0.885426938533783,0.8683318495750427,0.8485108613967896,0.8243817687034607,0.7918334007263184,0.7071067690849304,0.610737144947052,0.566034197807312,0.5291779637336731,0.49598363041877747,0.4647785425186157,0.4346429407596588,0.4049558639526367,0.3752191364765167,0.3449632227420807,0.31367233395576477,0.2806924283504486,0.24506868422031403,0.20516952872276306,0.15750886499881744,0.0901700109243393
0.9980059266090393,0.9939567446708679,0.989822506904602,0.9855985641479492,0.9812797904014587,0.9768607020378113,0.9723350405693054,0.9676961302757263,0.9629364609718323,0.9580477476119995,0.9530206322669983,0.9478446841239929,0.9425081610679626,0.9369975924491882,0.9312977194786072,0.925390899181366,0.9192566275596619,0.9128709435462952,0.9062052965164185,0.8992255926132202,0.8918903470039368,0.8841482400894165,0.8759344816207886,0.8671656847000122,0.8577308654785156,0.847477376461029,0.8361846804618835,0.8235133290290833,0.8088902235031128,0.7911941409111023,0.7675200700759888,0.7071067690849304,0.6410248875617981,0.6115650534629822,0.5879597067832947,0.5672969818115234,0.5484480261802673,0.530831515789032,0.5140989422798157,0.4980197548866272,0.48243004083633423,0.4672064781188965,0.452251672744751,0.4374851882457733,0.4228379726409912,0.40824827551841736,0.39365875720977783,0.3790140748023987,0.36425888538360596,0.34933581948280334,0.3341831862926483,0.3187325596809387,0.30290544033050537,0.2866086959838867,0.26972830295562744,0.25211942195892334,0.23359063267707825,0.2138766497373581,0.1925874799489975,0.16910193860530853,0.1423073261976242,0.10977226495742798,0.06311982870101929,0.0
